"Artist","artist_id","genres","followers","artist_popularity","alternative rock","art pop","australian pop","canadian pop","dance pop","edm","electropop","hopebeat","house","indie pop","indie poptimism","indietronica","metropopolis","pop","pop dance","pop edm","pov: indie","rock","swedish idol pop","swedish pop","talent show","tropical","tropical house","uk pop"
"Mannheim Steamroller","0EeHVtSdrYibpGDVHjWEpe","",78273,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marc Cohn","2C8mKwk3z5DtqLcSwUdYJ9","mellow gold",89119,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mariah Carey","4iHNK0tOyZPYnBU7nGAgpQ","dance pop,pop,urban contemporary",9000227,78,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Marina","6CwfuxIqcltXDGjfZsMd9A","metropopolis,pop,pov: indie,uk alternative pop",4622253,73,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"Mark Ronson","3hv9jJF3adDNsBSIQDqcjp","pop soul",1015154,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maroon 5","04gDigrS5kc9YWfZHwBETP","pop",40546169,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Marshmello","64KEffDW9EtZ1y2vBYgq8T","brostep,edm,pop,progressive electro house",35105207,84,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Martin Garrix","60d24wfXkVzDSfLS6hyCjZ","dutch edm,edm,pop,pop dance,progressive house",15796616,76,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Martin Solveig","1bj5GrcLom5gZFF5t949Xl","disco house,edm,electro house,filter house,house,pop dance,tropical house,vocal house",1215270,64,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
"Matisse & Sadko","77aLk6J8ofnVxa1eXK9jiU","latin arena pop,latin pop,mexican pop",984758,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MATOMA","4YXycRbyyAE0wozTk7QMEq","pop dance,tropical house",734746,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"Matt Redman","0bz9hDpUbAw5JElgEiuIYZ","ccm,christian alternative rock,christian music,worship",590950,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Meghan Trainor","6JL8zeS1NmiOftqZTRgdTz","hip pop,pop",13302904,80,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Melanie Amaro","5jWTiWBU6BfIEtcYwYA3nv","talent show",7242,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Melanie Martinez","63yrD80RY3RNEM2YDpUpO8","alt z,electropop,pop",17371845,83,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Men at Work","0f3EsoviYnRKTkmayI3cux","album rock,australian rock,classic rock,hard rock,heartland rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock",1094918,66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MercyMe","6APm8EjxOHSYM5B4i3vT3q","ccm,christian alternative rock,christian indie,christian music,worship",1637842,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Meredith Andrews","6qk2W9h3eE5UtPJlIatzsY","ccm,christian alternative rock,christian music",96835,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Metro Station","7vXwfZyDp3spzIVNXDaTPN","electropowerpop,neon pop punk,pixie,pop punk",322105,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"MGM Studio Chorus","2EjrRJZBrUhYqcgmYF69N1","classic soundtrack,vintage broadway",15358,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michelle Branch","5rScKX1Sh1U67meeUyTGwk","candy pop,lilith,neo mellow,pop rock",614012,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Midnight Kids","5w39eY1aNDybnDGTNgVt3r","pop edm",38219,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Mika","5MmVJVhhYKQ86izuGHzJYA","",1320197,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Perry","6lB8vOoI4DRrrVxXwuV19c","pop dance,swedish tropical house,tropical house",1501548,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"Mike Posner","2KsP6tYLJlTBvSUxnwlVWa","dance pop,pop,pop rap",1350287,70,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Miley Cyrus","5YGY8feqx7naU7z4HrwZM6","pop",20810564,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Milkman","30cKuCL2eREKcQ8NqyXUo7","mashup",18820,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mimi Webb","3GxKJzJK4LpsYGXQrw77wz","alt z,gen z singer-songwriter,uk pop",313815,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Miya Miya","2nG8ELiAoUE4BnezYG4bDF","",4213,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molly Sanden","0NRMzT05nsc8mTm4iUvuHY","swedish idol pop,swedish pop",277397,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"MUNA","6xdRb2GypJ7DqnWAI2mHGn","indie pop,indie poptimism,la pop,metropopolis",296946,63,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"MYBADD","1ma1sfdO5dYSd3Mvf0X6F6","",839,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naked Eyes","3C6chBmZ9wzisBhoh8G2nK","new romantic,new wave,new wave pop,synthpop",151000,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nat King Cole","7v4imS0moSyGdXyLgVTIV7","adult standards,lounge,soul,swing,vocal jazz",2042679,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natasha Bedingfield","7o95ZoZt5ZYn31e9z1Hc0a","dance pop,pop,post-teen pop",1593538,65,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NateWantsToBattle","0Vb15td3iKkAzdGD5Sj9Ky","antiviral pop,otacore",394154,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nathan Lane","0P0do9GwiSgweSF6Ui3mrv","movie tunes",8624,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nause","4PVn1b2WnnXdq80C7uaZLZ","nordic house",194192,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nena","6Tz0QRoe083BcOo2YbG9lV","german pop,new wave pop",374232,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Neon Hitch","2TnJ7VOpGzjtKUn0ObpEYe","electropop",127552,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Hollow","4NVjldBwjF0DzudAiLvti0","",5839,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Newsboys","1SZMaiNHfdUuU0qZKZ6y62","ccm,christian alternative rock,christian music,worship",1114969,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Nicki Minaj","0hCNtLu0JehylgoiP8L4Gh","hip pop,pop,queens hip hop,rap",28237939,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nicole Scherzinger","40xbWSB4JPdOkRyuTDy1oP","dance pop,pop",2334135,63,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nightly","3qDMrpZHtZEtVl5i1l7hP3","hopebeat",157276,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nikki Williams","1IYSbgNotSayG9ypffJi11","",6791,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nile Rodgers","3yDIp0kaq9EFKe07X1X2rz","disco",105335,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No Doubt","0cQbJU1aAzvbEmTuljWLlF","dance pop,dance rock,permanent wave,pop rock,rock",2513796,67,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"No Rome","6auWB5YAlcKaHyrbTH66nd","indietronica",194880,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Noah Neiman","2ojEZEmcQVC3vLNpcoo9rJ","progressive uplifting trance,sky room",5349,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOTD","5jAMCwdNHWr7JThxtMuEyy","pop dance,pop edm,tropical house",281035,66,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
"Nova Miller","69iZuswGpLplhnKBE0MxcA","melodipop",21386,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Odessa","7xtlNrmdLZS2sqIkgWewi1","",35083,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olivia Olson","6md7K2UM0UBU0fzI5erQCb","",25601,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olly Murs","3whuHq0yGx60atvA2RCVRW","dance pop,pop,talent show",3304805,66,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"One Direction","4AK6F7OLvEQ5QYCBNiQWHq","boy band,pop,post-teen pop,talent show",31124437,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"OneRepublic","5Pwc4xIPtQLFEnJriah9YJ","piano rock,pop",15597449,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Owl City","07QEuhtrNmmZ0zEcqE9SF6","indietronica,pop",2357905,69,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"P!nk","1KCSPY1glIKqW2TotWuXOR","dance pop,pop",15156113,82,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pale Waves","0wOej91SVqB1zcYkW6xUtA","manchester indie,metropopolis",325904,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Panic! at the Disco","20JZFwl6HVl6yg8a4H3ZqK","pop",11838087,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Paramore","74XFHRwlV6OrjEM0A2NCMF","candy pop,modern rock,pixie,pop,pop emo,pop punk,rock",7777205,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Passenger","0gadJ2b9A4SKsB1RFkBb66","folk-pop,neo mellow",3177667,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Passion","6piIAIurGAryW5h1rqQC16","ccm,christian music,worship",392344,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Passion Pit","7gjAu1qr5C2grXeQFFOGeh","indie rock,indietronica,modern rock,neo-synthpop",1249015,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Pat Benatar","43mhFhQ4JAknA7Ik1bOZuV","album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,new romantic,new wave pop,rock,singer-songwriter,soft rock",1549920,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Pat Farrell","4rIcBtkynhoOjeBeYrAfQe","",1120,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul McCartney","4STHEaNw4mPZ2tzheohgXB","beatlesque,classic rock,rock",4401949,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Paul Simon","2CvCyf1gEVhI0mX6aFXmVI","classic rock,folk,folk rock,mellow gold,permanent wave,rock,singer-songwriter,soft rock",2102821,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Paula Abdul","4PpmBoqphQusNFsxuVKb6j","dance pop,new wave pop,soft rock",1017419,53,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Peach Prc","006j2rer9tZJCYniu7SaWS","alt z",157252,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peg Parnevik","2lLqHBjAnD1QyH24pOPoH6","swedish pop",42928,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Pentatonix","26AHtbjWKiwYzsoGoUZq53","a cappella,viral pop",3589795,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Percy Faith & His Orchestra & Chorus","24DQLSng7bKZD4GXLIaQbv","easy listening,man's orchestra",56576,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phil Collins","4lxfqrEsLX6N1N4OCSkILp","rock drums,soft rock",5167282,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phil Wickham","5d1JhBfyb58upMXCZOdbQu","ccm,christian alternative rock,christian indie,christian music,worship",719794,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Phineas and the Ferbtones","1pz6Uk6RETJmyNuxp4TD5m","",4858,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pierce Fulton","5p0zkKpBuRguKebwRe0RI2","complextro,pop edm,progressive electro house",48172,44,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Pink Martini","6KyUat70qaniuiZq63HzFZ","lounge",370856,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pitbull","0TnOYISbd1XYRBk9myaseg","dance pop,miami hip hop,pop",10004057,83,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Porter Robinson","3dz0NnIZhtKKeXZxLOxCam","complextro,edm,electro house,pop dance,progressive electro house",1071736,62,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"PRiZM","0elWefATNt1GKkpPX2L5bo","popwave",10067,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"punctual","1ocnIbhFWM9bSPrd7Hu4zF","uk dance",32381,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Punk Party","30cKuCL2eREKcQ8NqyXUo7","mashup",18820,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queen","1dfeR4HaWDbWqFHLkxsg1d","classic rock,glam rock,rock",46730726,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"R3hab","6cEuCEZu7PAE9ZSzLLc2oQ","dutch house,edm,electro house,pop dance,progressive electro house,slap house",2475347,77,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Rachel Platten","3QLIkT4rD2FMusaqmkepbq","post-teen pop,viral pop",868745,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rachel Taylor","4tiMiMwK4tAO2QVJHfZFhg","",15222,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Randy Crenshaw","1uYWNGwHu2d2au8iOXZROv","",2335,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Randy Newman","3HQyFCFFfJO3KKBlUfZsyW","movie tunes,singer-songwriter",199625,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rascal Flatts","0a1gHP0HAqALbEyxaD5Ngn","contemporary country,country,country road",3505590,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rat City","6VSMAVF00xwG8Adoqnbqy6","scandipop",11714,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raven-Symone","6kUQJlewgd3UFKVYrrmILh","post-teen pop",273477,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ray Parker Jr.","0NyzfcGDZZ6GM25EBG9BYK","",68177,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rebecka Karlsson","5eQqcPbXB8aHmLxOTBT6Sc","melodipop,swedish pop",3652,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Red One","6O9WquDfQTxGRZqZUXVEQx","moroccan pop",59923,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rick Springfield","6IFXsrXBpwbIqtOUOiAa3p","album rock,australian rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,new romantic,new wave pop,soft rock,yacht rock",757005,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Rihanna","5pKCCKE2ajJHZ9KAiaK11H","barbadian pop,pop,urban contemporary",55286159,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rina Sawayama","2KEqzdPS7M5YwGmiuPTdr5","art pop,electropop,indie pop",916606,63,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rita Ora","5CCwRZC6euC8Odo6y9X8jr","dance pop,pop,uk pop",8132410,73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"River Valley Worship","1VXCIEol192OgSF9VzowGV","ccm,world worship",51289,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rob Thomas","3aBkeBhwadnWMWoVJ2CxJC","neo mellow,pop rock,post-grunge",865219,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Robin Packalen","4Q4b4S784htx6DtxcMUfMO","finnish dance pop,finnish pop",191609,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Robin Sparkles","40GCiwUFiowJqS6MHrwPWF","",6982,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robyn","6UE7nl9mha6s8z0wFQFIZ2","dance pop,electropop,neo-synthpop,scandipop,swedish electropop,swedish pop",813378,60,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Roger Bart","4sZw3BLoQ9SniX4mcoh80b","movie tunes",9853,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rufus","6OmTKuh8u9n8jvctEJckh5","",539,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryn Weaver","2MuFzH1J5I6gGFYo2qhZmX","electropop,indie poptimism",226449,52,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"SAINTE","74gcBzlQza1bSfob90yRhR","canadian folk,canadian indie",842605,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samantha Jade","5i84V8Zk7YqCN6xxb7SWgw","australian pop,australian talent show",99118,42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Samuel E. Wright","6Id8rcDNyBXPcgKQVfQ8rX","movie tunes",27500,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sarah McLachlan","4NgNsOXSwIzXlUIJcpnNUp","canadian pop,canadian singer-songwriter,ectofolk,lilith,permanent wave,pop rock",805290,62,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sarah Reeves","2vGA5qCDLZGW6exRQgKfLL","ccm,christian pop",91066,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scavenger Hunt","2CJw5Z0VmlBMrS1J1dtG9Z","indie poptimism,nightrun",31106,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sean Kingston","6S0dmVVn4udvppDhZIWxCr","dance pop,miami hip hop,pop",3038636,69,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Secret Nation","0gX4Kuwic0S5GfOp1oBZYC","indiecoustica",13471,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seeb","5iNrZmtVMtYev5M9yoWpEq","pop dance,tropical house",345519,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"Selena Gomez","0C8ZW7ezQVs4URX5aX7Kqx","pop,post-teen pop",42450600,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Selena Gomez & the Scene","46pWGuE3dSwY3bMMXGBvVS","afrobeats,nigerian pop",2404497,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serg Halen","5LdoK4VhDHMMUGPs6C32Ga","",38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seven Lions","6fcTRFpz0yH79qSKfof7lp","brostep,complextro,dubstep,edm,electro house,melodic dubstep,pop dance,progressive house,progressive trance",459655,61,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"SG Lewis","0GG2cWaonE4JPrjcCCQ1EG","indie soul,uk dance,vapor soul",322265,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shakira","0EmeFodog0BfCgMzAIvKQp","colombian pop,dance pop,latin pop,pop",29218007,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Shane & Shane","6Qm9stX6XO1a4c7BXQDDgc","chamber pop,indie folk,indie rock,new americana,stomp and holler",161679,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Shawn Mendes","7n2wHs1TKAczGzO7Dd2rGr","canadian pop,pop,viral pop",41590291,83,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sheppard","6VxCmtR7S3yz4vnzsJqhSV","australian indie,folk-pop",284239,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shontelle","7bXCYbXleEMprSweKHFs9T","fake",1175,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sia","5WUlDfRSoLAfcVSX1WnrxN","australian dance,australian pop,pop",26254857,84,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
